Material: Volume;Material: Name
1,72 m³;Precast sandwich_wall_Type 3 200/300_RDK 2
1,27 m³;Precast sandwich_wall_Type 3 200/300_RDK 2
2,00 m³;Precast sandwich_wall_Type 3 300/200_RDK
1,96 m³;Precast sandwich_wall_Type 3 300/200_RDK
2,00 m³;Precast sandwich_wall_Type 3 300/200_RDK
5,69 m³;WAL_Precast-Exterior-120_RDK
1,72 m³;Precast sandwich_wall_Type 3 200/300_RDK 2
1,46 m³;Precast sandwich_wall_Type 3 300/200_RDK
0,78 m³;Precast sandwich_wall_Type 3 300/200_RDK
10,29 m³;WAL_Precast-Exterior-120_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
0,75 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,88 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,35 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,35 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,88 m³;Precast sandwich_wall_Type 2 195/275_RDK
4,36 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,88 m³;Precast sandwich_wall_Type 2 195/275_RDK
8,53 m³;Precast sandwich_wall_Type1 450_RDK
7,59 m³;WAL_Precast-Interior-400_RDK
8,98 m³;WAL_Precast-Interior-400_RDK
4,34 m³;WAL_Precast-Interior-400_RDK
9,18 m³;WAL_Precast-Interior-400_RDK
8,77 m³;WAL_Precast-Interior-400_RDK
3,50 m³;WAL_Precast-Interior-250_RDK
5,55 m³;WAL_Precast-Interior-250_RDK
4,82 m³;WAL_Precast-Interior-400_RDK
5,73 m³;WAL_Precast-Interior-300_RDK
1,48 m³;WAL_Precast-Interior-300_RDK
17,59 m³;Precast sandwich_wall_Type1 450_RDK
3,53 m³;Precast sandwich_wall_Type1 450_RDK
1,88 m³;Precast sandwich_wall_Type 2 195/275_RDK
5,98 m³;WAL_Precast-Exterior-120_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,88 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,94 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,89 m³;Precast sandwich_wall_Type 2 195/275_RDK
4,36 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,48 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,88 m³;Precast sandwich_wall_Type 2 195/275_RDK
2,86 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,50 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,19 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,98 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,84 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,34 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,88 m³;Precast sandwich_wall_Type 2 195/275_RDK
7,59 m³;WAL_Precast-Interior-400_RDK
8,98 m³;WAL_Precast-Interior-400_RDK
8,75 m³;WAL_Precast-Interior-400_RDK
4,34 m³;WAL_Precast-Interior-400_RDK
9,18 m³;WAL_Precast-Interior-400_RDK
8,77 m³;WAL_Precast-Interior-400_RDK
3,51 m³;WAL_Precast-Interior-250_RDK
5,55 m³;WAL_Precast-Interior-250_RDK
4,81 m³;WAL_Precast-Interior-400_RDK
5,71 m³;WAL_Precast-Interior-300_RDK
1,48 m³;WAL_Precast-Interior-300_RDK
16,36 m³;Precast sandwich_wall_Type1 450_RDK
1,88 m³;Precast sandwich_wall_Type 2 195/275_RDK
5,98 m³;WAL_Precast-Exterior-120_RDK
9,04 m³;WAL_Precast-Exterior-120_RDK
1,60 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,54 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,88 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,94 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,94 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,88 m³;Precast sandwich_wall_Type 2 195/275_RDK
2,61 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,88 m³;Precast sandwich_wall_Type 2 195/275_RDK
2,86 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,50 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,19 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,84 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,34 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,88 m³;Precast sandwich_wall_Type 2 195/275_RDK
7,29 m³;Precast sandwich_wall_Type4 670_RDK
7,29 m³;Precast sandwich_wall_Type4 670_RDK
5,95 m³;Precast sandwich_wall_Type4 670_RDK
3,34 m³;Precast sandwich_wall_Type4 670_RDK
7,85 m³;Precast sandwich_wall_Type4 670_RDK
6,95 m³;Precast sandwich_wall_Type4 670_RDK
6,94 m³;Precast sandwich_wall_Type4 670_RDK
6,81 m³;Precast sandwich_wall_Type4 670_RDK
9,89 m³;Precast sandwich_wall_Type4 670_RDK
10,71 m³;Precast sandwich_wall_Type4 670_RDK
10,79 m³;Precast sandwich_wall_Type4 670_RDK
10,79 m³;Precast sandwich_wall_Type4 670_RDK
3,37 m³;WAL_Precast-Exterior-120_RDK
3,96 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,20 m³;WAL_Precast-Exterior-120_RDK
3,24 m³;Precast sandwich_wall_Type 2 245/225_RDK
0,32 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,65 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,98 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,11 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,11 m³;Precast sandwich_wall_Type 2 195/275_RDK
7,56 m³;WAL_Precast-Interior-400_RDK
8,98 m³;WAL_Precast-Interior-400_RDK
8,75 m³;WAL_Precast-Interior-400_RDK
4,34 m³;WAL_Precast-Interior-400_RDK
9,15 m³;WAL_Precast-Interior-400_RDK
9,42 m³;WAL_Precast-Interior-400_RDK
8,74 m³;WAL_Precast-Interior-400_RDK
3,51 m³;WAL_Precast-Interior-250_RDK
5,55 m³;WAL_Precast-Interior-250_RDK
4,81 m³;WAL_Precast-Interior-400_RDK
5,70 m³;WAL_Precast-Interior-300_RDK
1,48 m³;WAL_Precast-Interior-300_RDK
15,20 m³;Precast sandwich_wall_Type1 450_RDK
1,88 m³;Precast sandwich_wall_Type 2 195/275_RDK
5,69 m³;WAL_Precast-Exterior-120_RDK
2,86 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,50 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,19 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,84 m³;Precast sandwich_wall_Type 2 195/275_RDK
0,73 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,88 m³;Precast sandwich_wall_Type 2 195/275_RDK
3,38 m³;Precast sandwich_wall_Type4 670_RDK
6,81 m³;Precast sandwich_wall_Type4 670_RDK
10,79 m³;Precast sandwich_wall_Type4 670_RDK
9,52 m³;Precast sandwich_wall_Type1 450_RDK
1,57 m³;Precast sandwich_wall_Type1 450_RDK
24,98 m³;Precast sandwich_wall_Type1 450_RDK
7,66 m³;WAL_Precast-Interior-400_RDK
8,98 m³;WAL_Precast-Interior-400_RDK
4,34 m³;WAL_Precast-Interior-400_RDK
9,23 m³;WAL_Precast-Interior-400_RDK
8,83 m³;WAL_Precast-Interior-400_RDK
3,51 m³;WAL_Precast-Interior-250_RDK
5,55 m³;WAL_Precast-Interior-250_RDK
4,81 m³;WAL_Precast-Interior-400_RDK
5,74 m³;WAL_Precast-Interior-300_RDK
1,48 m³;WAL_Precast-Interior-300_RDK
16,36 m³;Precast sandwich_wall_Type1 450_RDK
1,88 m³;Precast sandwich_wall_Type 2 195/275_RDK
5,98 m³;WAL_Precast-Exterior-120_RDK
2,86 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,50 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,19 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,84 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,88 m³;Precast sandwich_wall_Type 2 195/275_RDK
3,38 m³;Precast sandwich_wall_Type4 670_RDK
6,81 m³;Precast sandwich_wall_Type4 670_RDK
10,79 m³;Precast sandwich_wall_Type4 670_RDK
10,10 m³;Precast sandwich_wall_Type1 450_RDK
1,57 m³;Precast sandwich_wall_Type1 450_RDK
28,04 m³;Precast sandwich_wall_Type1 450_RDK
1,34 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,98 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,37 m³;Precast sandwich_wall_Type 2 195/275_RDK
7,63 m³;WAL_Precast-Interior-400_RDK
8,98 m³;WAL_Precast-Interior-400_RDK
8,75 m³;WAL_Precast-Interior-400_RDK
4,34 m³;WAL_Precast-Interior-400_RDK
9,24 m³;WAL_Precast-Interior-400_RDK
8,83 m³;WAL_Precast-Interior-400_RDK
3,51 m³;WAL_Precast-Interior-250_RDK
5,55 m³;WAL_Precast-Interior-250_RDK
4,81 m³;WAL_Precast-Interior-400_RDK
5,76 m³;WAL_Precast-Interior-300_RDK
1,48 m³;WAL_Precast-Interior-300_RDK
15,20 m³;Precast sandwich_wall_Type1 450_RDK
6,46 m³;WAL_Precast-Exterior-120_RDK
1,88 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,96 m³;WAL_Precast-Exterior-120_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
2,83 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,16 m³;Precast sandwich_wall_Type 2 195/275_RDK
0,77 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,81 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,94 m³;Precast sandwich_wall_Type 2 195/275_RDK
2,86 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,50 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,19 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,84 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,88 m³;Precast sandwich_wall_Type 2 195/275_RDK
3,38 m³;Precast sandwich_wall_Type4 670_RDK
6,81 m³;Precast sandwich_wall_Type4 670_RDK
10,79 m³;Precast sandwich_wall_Type4 670_RDK
9,52 m³;Precast sandwich_wall_Type1 450_RDK
1,57 m³;Precast sandwich_wall_Type1 450_RDK
24,99 m³;Precast sandwich_wall_Type1 450_RDK
1,41 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,41 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
0,73 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,37 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,94 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
0,71 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,11 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
0,71 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,35 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,11 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
0,70 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,94 m³;Precast sandwich_wall_Type 2 195/275_RDK
2,44 m³;Precast sandwich_wall_Type 2 195/275_RDK
7,65 m³;WAL_Precast-Interior-400_RDK
8,98 m³;WAL_Precast-Interior-400_RDK
8,75 m³;WAL_Precast-Interior-400_RDK
4,34 m³;WAL_Precast-Interior-400_RDK
9,24 m³;WAL_Precast-Interior-400_RDK
8,83 m³;WAL_Precast-Interior-400_RDK
3,51 m³;WAL_Precast-Interior-250_RDK
5,55 m³;WAL_Precast-Interior-250_RDK
4,81 m³;WAL_Precast-Interior-400_RDK
5,76 m³;WAL_Precast-Interior-300_RDK
1,48 m³;WAL_Precast-Interior-300_RDK
16,40 m³;Precast sandwich_wall_Type1 450_RDK
3,38 m³;Precast sandwich_wall_Type4 670_RDK
6,81 m³;Precast sandwich_wall_Type4 670_RDK
10,79 m³;Precast sandwich_wall_Type4 670_RDK
10,10 m³;Precast sandwich_wall_Type1 450_RDK
2,34 m³;Precast sandwich_wall_Type1 450_RDK
28,09 m³;Precast sandwich_wall_Type1 450_RDK
20,16 m³;Precast sandwich_wall_Type1 450_RDK
1,47 m³;Precast sandwich_wall_Type1 450(245)_RDK
6,14 m³;Precast sandwich_wall_Type1 450_RDK
7,68 m³;WAL_Precast-Interior-400_RDK
8,98 m³;WAL_Precast-Interior-400_RDK
8,75 m³;WAL_Precast-Interior-400_RDK
4,34 m³;WAL_Precast-Interior-400_RDK
9,24 m³;WAL_Precast-Interior-400_RDK
8,83 m³;WAL_Precast-Interior-400_RDK
3,51 m³;WAL_Precast-Interior-250_RDK
5,55 m³;WAL_Precast-Interior-250_RDK
4,81 m³;WAL_Precast-Interior-400_RDK
5,76 m³;WAL_Precast-Interior-300_RDK
1,48 m³;WAL_Precast-Interior-300_RDK
15,23 m³;Precast sandwich_wall_Type1 450_RDK
3,38 m³;Precast sandwich_wall_Type4 670_RDK
6,81 m³;Precast sandwich_wall_Type4 670_RDK
10,79 m³;Precast sandwich_wall_Type4 670_RDK
9,52 m³;Precast sandwich_wall_Type1 450_RDK
2,34 m³;Precast sandwich_wall_Type1 450_RDK
25,04 m³;Precast sandwich_wall_Type1 450_RDK
20,87 m³;Precast sandwich_wall_Type1 450_RDK
14,97 m³;Precast sandwich_wall_Type1 450_RDK
7,08 m³;Precast sandwich_wall_Type1 450_RDK
7,68 m³;WAL_Precast-Interior-400_RDK
8,98 m³;WAL_Precast-Interior-400_RDK
8,75 m³;WAL_Precast-Interior-400_RDK
4,34 m³;WAL_Precast-Interior-400_RDK
9,24 m³;WAL_Precast-Interior-400_RDK
8,83 m³;WAL_Precast-Interior-400_RDK
3,51 m³;WAL_Precast-Interior-250_RDK
5,55 m³;WAL_Precast-Interior-250_RDK
4,81 m³;WAL_Precast-Interior-400_RDK
5,76 m³;WAL_Precast-Interior-300_RDK
1,48 m³;WAL_Precast-Interior-300_RDK
16,40 m³;Precast sandwich_wall_Type1 450_RDK
3,38 m³;Precast sandwich_wall_Type4 670_RDK
6,81 m³;Precast sandwich_wall_Type4 670_RDK
10,77 m³;Precast sandwich_wall_Type4 670_RDK
10,10 m³;Precast sandwich_wall_Type1 450_RDK
2,34 m³;Precast sandwich_wall_Type1 450_RDK
26,72 m³;Precast sandwich_wall_Type1 450_RDK
22,04 m³;Precast sandwich_wall_Type1 450_RDK
15,56 m³;Precast sandwich_wall_Type1 450_RDK
7,08 m³;Precast sandwich_wall_Type1 450_RDK
7,98 m³;WAL_Precast-Interior-400_RDK
9,29 m³;WAL_Precast-Interior-400_RDK
4,50 m³;WAL_Precast-Interior-400_RDK
9,51 m³;WAL_Precast-Interior-400_RDK
9,06 m³;WAL_Precast-Interior-400_RDK
3,60 m³;WAL_Precast-Interior-250_RDK
5,53 m³;WAL_Precast-Interior-250_RDK
5,00 m³;WAL_Precast-Interior-400_RDK
5,97 m³;WAL_Precast-Interior-300_RDK
1,55 m³;WAL_Precast-Interior-300_RDK
15,89 m³;Precast sandwich_wall_Type1 450_RDK
3,53 m³;Precast sandwich_wall_Type4 670_RDK
7,04 m³;Precast sandwich_wall_Type4 670_RDK
11,09 m³;Precast sandwich_wall_Type4 670_RDK
9,92 m³;Precast sandwich_wall_Type1 450_RDK
2,44 m³;Precast sandwich_wall_Type1 450_RDK
26,16 m³;Precast sandwich_wall_Type1 450_RDK
21,69 m³;Precast sandwich_wall_Type1 450_RDK
15,53 m³;Precast sandwich_wall_Type1 450_RDK
7,36 m³;Precast sandwich_wall_Type1 450_RDK
2,53 m³;WAL_Precast-Interior-300_RDK
2,26 m³;WAL_Precast-Exterior-200_RDK
2,68 m³;WAL_Precast-Exterior-200_RDK
1,63 m³;WAL_Precast-Interior-200_skørt 100
4,70 m³;WAL_Precast-Exterior-200_RDK
5,23 m³;WAL_Precast-Exterior-250_RDK
3,25 m³;WAL_Precast-Interior-200_RDK
1,40 m³;WAL_Precast-Interior-200_RDK
3,54 m³;WAL_Precast-Interior-200_RDK
9,95 m³;WAL_Precast-Interior-250_RDK
1,06 m³;WAL_Precast-Interior-200_RDK
1,64 m³;WAL_Precast-Interior-200_RDK
1,54 m³;WAL_Precast-Interior-200_RDK
1,54 m³;WAL_Precast-Interior-200_RDK
1,54 m³;WAL_Precast-Interior-200_RDK
1,59 m³;WAL_Precast-Interior-200_RDK
6,68 m³;WAL_Precast-Interior-200_RDK
3,14 m³;WAL_Precast-Interior-200_RDK
4,27 m³;WAL_Precast-Interior-200_RDK
3,41 m³;WAL_Precast-Interior-200_RDK
3,21 m³;WAL_Precast-Interior-200_RDK
2,46 m³;WAL_Precast-Interior-200_RDK
2,54 m³;WAL_Precast-Interior-200_RDK
2,08 m³;WAL_Precast-Interior-200_RDK
7,15 m³;WAL_Precast-Interior-300_RDK
1,21 m³;Precast sandwich_wall_Type1 450_RDK
0,69 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,95 m³;WAL_Precast-Exterior-120_RDK
7,36 m³;Precast sandwich_wall_Type4 670_RDK
7,36 m³;Precast sandwich_wall_Type4 670_RDK
8,31 m³;Precast sandwich_wall_Type4 670_RDK
8,32 m³;Precast sandwich_wall_Type4 670_RDK
8,16 m³;Precast sandwich_wall_Type4 670_RDK
0,58 m³;WAL_Precast-Exterior-200_RDK
3,78 m³;WAL_Precast-Exterior-200_RDK
1,46 m³;WAL_Precast-Exterior-200_RDK
0,76 m³;WAL_Precast-Exterior-200_RDK
3,34 m³;WAL_Precast-Exterior-200_RDK
0,93 m³;WAL_Precast-Exterior-200_RDK
2,43 m³;WAL_Precast-Exterior-200_RDK
0,98 m³;WAL_Precast-Exterior-200_RDK
0,53 m³;WAL_Precast-Exterior-200_RDK
0,97 m³;WAL_Precast-Exterior-200_RDK
0,94 m³;WAL_Precast-Exterior-200_RDK
3,44 m³;WAL_Precast-Exterior-200_RDK
4,22 m³;WAL_Precast-Exterior-200_RDK
1,72 m³;WAL_Precast-Exterior-200_RDK
3,72 m³;WAL_Precast-Exterior-200_RDK
0,59 m³;WAL_Precast-Exterior-200_RDK
0,56 m³;WAL_Precast-Exterior-200_RDK
0,42 m³;WAL_Precast-Exterior-200_RDK
0,46 m³;WAL_Precast-Exterior-200_RDK
0,23 m³;WAL_Precast-Exterior-200_RDK
2,72 m³;WAL_Precast-Exterior-200_RDK
0,93 m³;WAL_Precast-Exterior-200_RDK
3,69 m³;WAL_Precast-Interior-200_RDK
0,33 m³;WAL_Precast-Exterior-200_RDK
0,77 m³;WAL_Precast-Exterior-200_RDK
5,25 m³;WAL_Insitu-Foundation 865
16,60 m³;WAL_Insitu-Foundation 790
18,79 m³;WAL_Insitu-Foundation 790
2,21 m³;WAL_Insitu-Foundation 865
2,47 m³;WAL_Insitu-Foundation 650
2,31 m³;WAL_Insitu-Foundation-1700
2,50 m³;WAL_Insitu-Foundation 650
2,49 m³;WAL_Insitu-Foundation 650
1,88 m³;WAL_Insitu-Foundation 650
2,31 m³;WAL_Insitu-Foundation-1700
2,31 m³;WAL_Insitu-Foundation-1700
2,31 m³;WAL_Insitu-Foundation-1700
3,24 m³;WAL_Insitu-Foundation-1800
1,53 m³;WAL_Insitu-Foundation 865
2,99 m³;WAL_Insitu-Foundation 865
6,32 m³;WAL_Insitu-Foundation 865
2,04 m³;WAL_Insitu-Foundation-800_RDK
3,21 m³;WAL_Insitu-Foundation-700
3,74 m³;WAL_Insitu-Foundation 650
2,31 m³;WAL_Insitu-Foundation-1700
